index,fear,anger,trust,surprise,positive,negative,sadness,disgust,joy
127,0.0,0.0,0.3333333333333333,0.0,0.2777777777777778,0.05555555555555555,0.0,0.0,0.2222222222222222
128,0.08,0.04,0.16,0.08,0.16,0.16,0.04,0.04,0.08
129,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.0,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.05263157894736842
130,0.1,0.0,0.3,0.0,0.1,0.2,0.1,0.0,0.1
131,0.041666666666666664,0.08333333333333333,0.25,0.0,0.16666666666666666,0.16666666666666666,0.125,0.041666666666666664,0.125
132,0.08333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0
133,0.20689655172413793,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.27586206896551724,0.10344827586206896,0.13793103448275862,0.0
134,0.0,0.0,0.2222222222222222,0.05555555555555555,0.3888888888888889,0.0,0.0,0.0,0.2222222222222222
135,0.0,0.0,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.18181818181818182
136,0.25,0.125,0.125,0.0,0.25,0.0,0.0,0.0,0.0
137,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
138,0.08823529411764706,0.029411764705882353,0.23529411764705882,0.0,0.20588235294117646,0.058823529411764705,0.08823529411764706,0.058823529411764705,0.14705882352941177
139,0.09523809523809523,0.09523809523809523,0.19047619047619047,0.047619047619047616,0.19047619047619047,0.19047619047619047,0.047619047619047616,0.0,0.047619047619047616
140,0.1111111111111111,0.0,0.2777777777777778,0.0,0.3888888888888889,0.1111111111111111,0.0,0.0,0.05555555555555555
141,0.0,0.0,0.21428571428571427,0.0,0.42857142857142855,0.07142857142857142,0.0,0.0,0.14285714285714285
142,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693
143,0.07142857142857142,0.0,0.21428571428571427,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.07142857142857142
144,0.0,0.0,0.2,0.0,0.2,0.1,0.1,0.0,0.2
145,0.047619047619047616,0.0,0.23809523809523808,0.047619047619047616,0.23809523809523808,0.09523809523809523,0.047619047619047616,0.0,0.14285714285714285
146,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.2222222222222222
147,0.2,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0
148,0.0,0.1,0.1,0.1,0.2,0.2,0.0,0.1,0.1
149,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.0,0.05555555555555555,0.1111111111111111
150,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0
151,0.07692307692307693,0.0,0.23076923076923078,0.0,0.46153846153846156,0.0,0.0,0.0,0.0
152,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,0.0
153,0.1,0.1,0.1,0.15,0.1,0.15,0.1,0.05,0.05
154,0.08333333333333333,0.08333333333333333,0.25,0.08333333333333333,0.25,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
155,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.047619047619047616,0.23809523809523808,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285
156,0.125,0.0,0.125,0.125,0.125,0.25,0.125,0.125,0.0
157,0.08333333333333333,0.0,0.4166666666666667,0.0,0.25,0.0,0.0,0.08333333333333333,0.16666666666666666
158,0.19047619047619047,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.0,0.047619047619047616,0.047619047619047616
159,0.14285714285714285,0.11428571428571428,0.14285714285714285,0.05714285714285714,0.2,0.14285714285714285,0.05714285714285714,0.02857142857142857,0.05714285714285714
160,0.06666666666666667,0.03333333333333333,0.2,0.1,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.13333333333333333
161,0.06060606060606061,0.06060606060606061,0.15151515151515152,0.12121212121212122,0.21212121212121213,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.09090909090909091
162,0.0625,0.0625,0.28125,0.0625,0.34375,0.09375,0.0,0.0,0.0625
163,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0
164,0.125,0.0625,0.125,0.0625,0.1875,0.125,0.0,0.125,0.0
165,0.19047619047619047,0.047619047619047616,0.19047619047619047,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616
166,0.08108108108108109,0.0,0.2702702702702703,0.10810810810810811,0.16216216216216217,0.05405405405405406,0.02702702702702703,0.0,0.13513513513513514
167,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.2,0.2,0.06666666666666667,0.0,0.13333333333333333
168,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142
169,0.2,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.0
170,0.0,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0
171,0.06666666666666667,0.06666666666666667,0.2,0.0,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667
172,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941
173,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.0,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.16666666666666666
174,0.0,0.0625,0.1875,0.0625,0.1875,0.125,0.0625,0.0625,0.125
175,0.0,0.0,0.25,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333
176,0.125,0.0,0.0,0.0,0.25,0.125,0.125,0.0,0.125
177,0.125,0.125,0.25,0.0,0.125,0.125,0.125,0.0,0.125
178,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
179,0.0,0.05555555555555555,0.2777777777777778,0.0,0.2777777777777778,0.05555555555555555,0.0,0.05555555555555555,0.2222222222222222
180,0.05,0.1,0.2,0.0,0.2,0.2,0.0,0.1,0.1
181,0.1,0.1,0.1,0.03333333333333333,0.1,0.2,0.1,0.1,0.1
182,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0
183,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.058823529411764705
184,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.0,0.11764705882352941
185,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.0
186,0.058823529411764705,0.08823529411764706,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.11764705882352941
187,0.13043478260869565,0.08695652173913043,0.0,0.13043478260869565,0.21739130434782608,0.17391304347826086,0.13043478260869565,0.0,0.08695652173913043
188,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
189,0.15217391304347827,0.13043478260869565,0.08695652173913043,0.021739130434782608,0.08695652173913043,0.1956521739130435,0.15217391304347827,0.10869565217391304,0.021739130434782608
190,0.10526315789473684,0.05263157894736842,0.3157894736842105,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.0,0.0,0.10526315789473684
191,0.2,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.2,0.13333333333333333,0.13333333333333333,0.0
192,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.2631578947368421,0.05263157894736842,0.0,0.10526315789473684,0.10526315789473684
193,0.0,0.1,0.4,0.0,0.3,0.1,0.0,0.0,0.0
194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0
196,0.0,0.0,0.125,0.125,0.125,0.25,0.25,0.0,0.125
197,0.125,0.125,0.0625,0.0625,0.125,0.25,0.125,0.125,0.0
198,0.05,0.05,0.2,0.0,0.25,0.25,0.15,0.0,0.05
199,0.10344827586206896,0.06896551724137931,0.13793103448275862,0.06896551724137931,0.2413793103448276,0.10344827586206896,0.06896551724137931,0.10344827586206896,0.06896551724137931
200,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
201,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
202,0.09090909090909091,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182
203,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.0,0.0,0.07692307692307693
204,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333
205,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.38461538461538464,0.15384615384615385,0.0,0.0,0.0
206,0.11428571428571428,0.02857142857142857,0.22857142857142856,0.05714285714285714,0.2,0.05714285714285714,0.05714285714285714,0.0,0.11428571428571428
207,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.16666666666666666
208,0.1111111111111111,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0,0.0
209,0.1111111111111111,0.0,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111
210,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285
211,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.0,0.045454545454545456,0.045454545454545456
212,0.0,0.0,0.3,0.0,0.1,0.2,0.2,0.1,0.1
213,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
215,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693
216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
217,0.1111111111111111,0.037037037037037035,0.18518518518518517,0.037037037037037035,0.18518518518518517,0.1111111111111111,0.0,0.037037037037037035,0.18518518518518517
218,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0
219,0.0,0.0,0.375,0.0,0.375,0.125,0.125,0.0,0.0
220,0.12121212121212122,0.12121212121212122,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.12121212121212122,0.15151515151515152,0.09090909090909091,0.06060606060606061
221,0.05,0.0,0.15,0.15,0.3,0.1,0.0,0.0,0.15
222,0.10810810810810811,0.10810810810810811,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.24324324324324326,0.16216216216216217,0.05405405405405406,0.08108108108108109
223,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
224,0.125,0.125,0.0625,0.125,0.25,0.125,0.125,0.0,0.0
225,0.05405405405405406,0.0,0.13513513513513514,0.13513513513513514,0.16216216216216217,0.10810810810810811,0.05405405405405406,0.05405405405405406,0.13513513513513514
226,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0
227,0.125,0.0,0.125,0.0,0.375,0.25,0.0,0.0,0.0
228,0.0,0.0,0.4,0.0,0.4666666666666667,0.0,0.0,0.0,0.06666666666666667
229,0.07692307692307693,0.0,0.15384615384615385,0.0,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693
230,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693
231,0.0,0.0,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.0,0.0,0.0,0.2
232,0.14814814814814814,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.14814814814814814,0.14814814814814814,0.07407407407407407,0.07407407407407407
233,0.0625,0.0,0.125,0.125,0.25,0.1875,0.0,0.0,0.125
